,file,condition,train
1323,9d9b44f529fa-zKvEHK.jpg,good,True
1326,f3e03e6230d2-zgDEDj.jpg,good,False
1951,00226e572356-p5NODs.jpg,good,True
1994,e142fafca1e5-F8ZBlfv.jpg,average,True
1996,50894eda3ca0-TJAH67.jpg,good,True
2020,8290f4f840e9-bYvIET.jpg,good,False
2022,82b5e19e0259-crXB2oT.jpg,good,True
2053,aea0c6f9a2db-2ObNol.jpg,good,False
2081,65bbf165a014-kZNJiF.jpg,good,True
2082,94c469f5379a-Q7NDTW.jpg,good,True
2112,d3a57f9107d5-Wy7B1Zz.jpg,average,True
2127,40ceffec5e4f-fgvBlhl.jpg,average,True
2151,a67741745ba4-4S7SVv.jpg,good,True
2163,00516c1f5ff0-oifOhg.jpg,good,False
2201,bc5843ad670b-euxq9m.jpg,good,True
2205,11c95732c28c-2NPBRW.jpg,good,False
2232,aebff1593f21-d5UPpX.jpg,good,True
2246,f8ffe19af08f-GCBB3S5.jpg,average,True
2263,2560ebd98862-9vlk33.jpg,good,False
2277,658cfa69b67e-50fl0g.jpg,good,False
2311,7f30778967b3-7VkGAV.jpg,good,True
2331,cd1b1b9a7a8e-G9HF5t.jpg,good,True
2333,c6fbb28d169d-D8m9bD.jpg,good,False
2347,4151e8ead1ed-WBrkrL.jpg,good,True
2355,80e97d87445d-hiY9cE.jpg,good,True
2388,65b84c06f1a5-PwgjjY.jpg,average,True
2396,2eff29176df9-gpSBDqc.jpg,good,True
2410,b32c95541d82-6gUBuEj.jpg,good,True
2411,4909e47828d1-0ZoBuEm.jpg,good,True
2412,f5817ea83b97-azABl7V.jpg,good,True
2423,70e5de8f0357-BNgBHdc.jpg,good,True
2436,2344555090f2-VI8BfOV.jpg,good,True
2466,188eb184a762-vIkBDM5.jpg,bad,True
2480,9c80340eba6f-V7WB_Ix.jpg,good,True
2483,09aab17f8cee-WqeCFIL.jpg,good,True
2505,e1bcb08c6cd8-LtZTn1.jpg,good,True
2556,72e5c119166c-HBjQZk.jpg,bad,False
2564,a63cfe385ecb-KIICFV7.jpg,good,True
2587,33bd948d5789-7rxMfD.jpg,good,True
2606,eeaefdcef94d-lQ3B_aB.jpg,good,True
2607,950cb18295ff-bLQjUp.jpg,good,True
2623,e5d775821208-bT3BI01.jpg,good,True
2632,4a4a0e319d19-dYEDZA.jpg,good,True
2662,825920fa8e2a-1t0BkRh.jpg,average,True
2677,e259b158c22c-Ftphjn.jpg,bad,True
2678,00669d7f5c8b-iwOBWo7.jpg,bad,True
2709,2c2cf93e80fd-MJeCEyQ.jpg,average,True
2710,9f8006af7f15-b_fBi_T.jpg,good,True
2717,7897f635c8d5-8g5BFaG.jpg,average,True
2720,7aedfc53c76d-GOnKMp.jpg,average,False
2721,b561df0536b0-zFUBFaM.jpg,average,True
2757,c9fe1eb3a2a5-DUrBpWx.jpg,bad,False
2758,f6eed43691ea-xPpbeK.jpg,bad,False
2771,56679ba5be0c-UyvB1Ti.jpg,good,True
2838,a11edc895ddd-YHGGCW.jpg,good,False
2845,a73382404490-ZWRBETn.jpg,good,True
2887,c634c7c9f892-Ztwkzg.jpg,good,True
2906,7babedd10e08-8euH30.jpg,good,True
2907,4f7efce3bbb7-qdrBNIb.jpg,good,True
2934,b52c334bff61-RLFIdA.jpg,good,True
2953,953b3a153f43-BOBS5.jpg,average,False
2954,04a0dd429ca8-QWUMY.jpg,good,True
2973,0d21c69dd98c-gdPB9R5.jpg,average,True
2988,7948b3f5e391-ewCBEWJ.jpg,average,True
3017,14b8fa6d7cf7-52mCPT.jpg,good,False
3028,6b1954abb600-FeSB3C.jpg,good,False
3052,c1457b1fa4d8-BiyByE.jpg,good,True
3072,1019dc3818ab-awTB4Fg.jpg,good,False
3095,d6f11fa92a39-9rkkt6.jpg,good,True
3096,be5461709f7d-4utkt9.jpg,good,True
3097,c6e4cc5db0ec-IPqkuC.jpg,good,True
3112,82914655c272-V3RFA0.jpg,bad,True
3123,a77d3e06c6d4-9ailNI.jpg,good,True
3124,4d9d49905538-Pe1B1qV.jpg,good,True
3125,6737f0ac44f7-qA6Bl1m.jpg,good,True
3150,4335d518a57e-bL2Bl3_.jpg,good,True
3151,83a56ab31765-veeB1_h.jpg,good,True
3152,5539e595e8c2-xjGBl3u.jpg,good,False
3184,794591fdce71-2tqCFYH.jpg,good,True
3220,0c5c02dd3c54-OUdFHK.jpg,good,True
3226,523a3543c912-DqSDbH.jpg,good,False
3257,f9f7c47f0bdd-ShQDXi.jpg,good,True
3258,c6ea1d090574-ZsiDZq.jpg,good,True
3278,37591ff7f63f-zzuDXo.jpg,good,True
3325,b18b2ef4a47b-ZntK8V.jpg,average,False
3327,c8683b542eb8-0tEGWD.jpg,average,True
3337,a3dfb0ab620a-CAeDbP.jpg,good,True
3343,5ad123416b33-QFUBzS.jpg,good,True
3375,6a9901b57034-tjZGo5.jpg,good,True
3382,9129419c2079-0Y2Go2.jpg,good,True
3399,c130328b00fc-juODZt.jpg,good,True
3431,df63f3f97f7d-IpUDcf.jpg,good,True
3443,4ad0d4ee0838-pPJBzd.jpg,good,True
3448,17c50649b2b6-NERDX9.jpg,good,True
3480,d4ba0222e069-cVQBzd.jpg,good,False
3540,a96714910397-VQyLhv.jpg,good,True
3541,ff32f4e16cab-PI9BMIM.jpg,good,True
3605,2f722161aa3d-1RTBCda.jpg,average,False
3629,f7d761fc877b-JkyBOGp.jpg,good,True
3630,9c933d9f2bda-h3XXXW.jpg,average,True
3640,c46e979c3199-tJuB27P.jpg,good,True
3641,8c335d8a27ab-ob1vEH.jpg,good,True
3648,daf793541cae-hVhk94.jpg,good,True
3651,2206a5066b61-cMtkPN.jpg,good,True
3652,f08850fb61f8-r58kPO.jpg,good,True
3653,08e908f88427-vH7kPP.jpg,good,False
3703,49a6f106694d-5GIB_Ew.jpg,good,True
3725,2f4aaa400299-8ktnX.jpg,good,False
3726,444f82bfd1df-Y88Rc2.jpg,good,True
3727,0434768bc085-3HtnY.jpg,good,True
3750,d739d298276a-IWG0nT.jpg,good,True
3753,eb8ca1182ffb-Ay9z10.jpg,good,True
3769,97a33dd47e94-lcPBZ3x.jpg,average,True
3785,abf4ff756791-fEkBZ36.jpg,good,False
3802,2dd04f9577fe-SLrGkl.jpg,average,True
3821,46c83fc977d7-gZuchN.jpg,bad,True
3832,3b23e998750c-ML5Buhv.jpg,good,True
3849,52477882f3bd-Z2yBl90.jpg,good,True
3850,32ba69d7dd25-RTwXMc.jpg,good,True
3851,a17332987aea-_8FBl91.jpg,good,False
3864,21d1d77a5f9f-NqqB5Og.jpg,average,False
3874,336452d519e2-PO0L8o.jpg,good,True
3878,399b5bb1c7fa-dUJBVCO.jpg,good,True
3881,d6864cbe1ef7-mNrBVJj.jpg,good,False
3882,b63f6ec65166-QgIBVJk.jpg,good,False
3892,118425fd1c48-MfqJ0n.jpg,good,False
3926,d98ae80a26f0-HMIJzl.jpg,good,True
3950,ec07c2dad324-PAIB2X5.jpg,average,True
3966,ac06ad878360-LwWBhre.jpg,average,True
3985,dd71314a0249-xJNCFia.jpg,good,False
3995,d51e46ac7d89-lmjaXB.jpg,good,True
4015,ca4a0e6a98e0-CO8CSb.jpg,good,False
4016,0702e5eec3d3-eLFCQc.jpg,good,True
4017,e4d4e67f942d-mQ0CPl.jpg,good,True
4055,31ca89c56578-wkfvBG.jpg,good,True
4079,547dfa82f0c4-5MnvBg.jpg,good,True
4080,4c65f0a45c69-IQDuR0.jpg,good,True
4081,b6b9fe1e8d63-1mluR2.jpg,good,True
4082,089c309732cf-DxCuR3.jpg,good,True
4123,fc5352a6a2cd-nHJNXo.jpg,average,True
4144,062d37303f9d-2Ix0m5.jpg,average,True
4180,74800b91a653-3WYYTQ.jpg,good,True
4181,15e229607c2e-tWLq6f.jpg,good,True
4209,82dcc85eaecf-zOVCF7_.jpg,average,True
4210,bf8e19a4fbdc-88hBCfj.jpg,average,True
4222,04b891f0cc8e-9eh8y8.jpg,good,True
4257,b49f56d36ca5-pg085i.jpg,good,True
4267,83eba99c0c22-K17BJkG.jpg,good,True
4281,f50c466e3bb4-gSXITZ.jpg,good,True
4290,05fefe076401-6fQ0Nn.jpg,good,False
4291,18b8b6c5da3c-Rf00Nr.jpg,good,False
4316,1a5d53b31c02-IkIBxf.jpg,good,True
4345,25ed0ba31a41-Y6zKQ0.jpg,average,False
4347,95a6fad7598d-Z1KQnF.jpg,good,False
4349,69d4dedc2da0-IE1PGf.jpg,good,True
4351,4864b56e85ad-WTuPNO.jpg,good,True
4384,b0b4de5d16ff-FZPJgC.jpg,average,True
4403,6d23ae66a87d-ItAi3v.jpg,average,True
4412,9cd34cbb4528-pImLHx.jpg,average,True
4415,b3af51c23e3c-BUYBUoz.jpg,average,True
4442,b0f4739a44ee-K6tK9Y.jpg,bad,True
4457,4b87f6346634-r3kLCH.jpg,good,True
4478,184f2a02e7d2-3Y7BSoU.jpg,good,True
4485,1ff2ce9d01ea-oGTBDDN.jpg,good,True
4494,a236a8f1d60e-qZKi7D.jpg,average,True
4497,1b238eae85b9-rIwWdf.jpg,average,True
4499,f493c9838d26-9HzTjL.jpg,average,False
4501,0e90c8049688-5QVBlqL.jpg,good,True
4520,731cde04bc42-yl1yR8.jpg,bad,True
4529,a6db151221e5-BIwbbL.jpg,average,True
4553,e9cd731d0782-UGtNZ.jpg,average,True
4558,973ef1e35131-FttB6hf.jpg,good,True
4566,2ef648f06cda-9qDB_PF.jpg,good,False
4597,9dff3f6207bb-XT0BOC.jpg,good,False
4629,a033a1adaa54-xpI62r.jpg,average,False
4638,7bee5bb6085c-DnP62x.jpg,average,False
4656,52e08f0b1f48-5m4Tdq.jpg,good,True
4705,7a719438eae3-IHgBqwF.jpg,good,False
4709,9ab8c1c73dff-t1YTFP.jpg,good,True
4711,43fbedcd97ec-GFmBXVk.jpg,good,False
4721,a7882f5b6924-NJSBnAK.jpg,good,True
4722,62ee6c956257-k6AdXS.jpg,good,True
4734,cc5fd508a287-kquEKK.jpg,good,False
4759,1da2197ef166-NkIBlQy.jpg,good,False
4799,5fd03ae9f768-FkLJWd.jpg,average,False
4830,e8b515c5bb02-dbgBy15.jpg,average,True
4857,5468812d4b76-Mc0B4e2.jpg,average,True
4858,afa6a63f42af-vXpBDRC.jpg,average,True
4860,e5c24678062a-CeHB4e7.jpg,good,True
4877,e4d5ab2f46c4-4vpirK.jpg,good,True
4889,f72f80bc05e6-vhvT1m.jpg,good,True
4893,ab84ffcc1a56-IyzBjE6.jpg,good,True
4929,7aa74a8d6713-EQzBr3b.jpg,average,True
4932,12ab6c27200c-EiSBrW0.jpg,good,True
4934,189785d30b09-XcRBYV1.jpg,good,True
4944,4003f668603a-2boBYZ8.jpg,average,True
4947,4c0c31cd8de2-DA1QKR.jpg,average,True
4950,e97c0ec2fa66-SZDObd.jpg,good,True
4964,26abed366138-vL7PN7.jpg,average,True
4965,1d71c6a36689-4CpQKb.jpg,average,True
4990,95a7fbb12282-3DjMQw.jpg,good,True
4993,7eb2288e6cec-yaJMJy.jpg,good,False
5015,261629cee704-hW2BX0v.jpg,good,True
5064,ffe5b26075e0-niNB_2A.jpg,good,True
5079,1e8409e4b669-KORBrGm.jpg,average,True
5107,6d1f325681fc-k7vC5E.jpg,average,True
5110,b10a25acdcc3-M31ECN.jpg,average,True
5120,113ad7351223-D3FFLV.jpg,good,True
5121,c8451de64f8b-KdHFLW.jpg,good,True
5125,07a304c47c2e-3FNB_IR.jpg,bad,True
5126,e2a385886b98-nf2G7l.jpg,good,True
5127,4d647001fbf4-NV7FKJ.jpg,average,True
5137,8431cd25398b-rrPFLX.jpg,good,True
5139,26180c6fa118-LHyFKY.jpg,good,True
5162,74acfa09ed00-shEFOl.jpg,good,True
5163,335dc845ef72-9g7ByZw.jpg,good,True
5164,2aa950e8b9f9-FOBFLY.jpg,good,True
5178,a54475ab70e9-ktmBWk4.jpg,good,False
5206,e3c2dc71100e-xqGQOC.jpg,good,False
5207,1cebe837a94d-ttIQGB.jpg,good,True
5247,51eda659e659-HpGI0J.jpg,good,True
5249,0dc981b1a405-oFZIpc.jpg,average,True
5263,229c37e7fc20-IVJ6wv.jpg,good,True
5279,cd3df55fdfb3-qbiO0m.jpg,good,True
5280,d0e12d3612ba-5ulThP.jpg,good,True
5281,ec3c1979b63b-F6wOsF.jpg,good,False
5285,8479e60eb727-pSTTjG.jpg,good,True
5286,d1c23773ec7b-87UOu5.jpg,good,False
5304,c14e18f84e85-ivXBvk.jpg,good,True
5322,f47c594c840b-R5kThQ.jpg,good,False
5333,5a6d48c679f4-Ktk6EH.jpg,good,True
5334,7ad22e62db48-_5I6EJ.jpg,good,True
5350,980de1fb31f6-NvFRQc.jpg,bad,True
5372,6c682f7946d1-H6oFLb.jpg,good,True
5378,e477746eb55f-DdKFLN.jpg,average,True
5395,2fe11798fece-m5q9hj.jpg,average,True
5429,3730c7f8b082-byKGd.jpg,good,True
5445,34b6f7c7f939-Yl7Dv9.jpg,good,True
5453,5b814bf4afea-hzhDtG.jpg,good,True
5459,42046f71a7aa-568BNI2.jpg,good,True
5496,f4688a6128fe-T1XODW.jpg,average,True
5549,bd3a7bfca899-cxoT2t.jpg,average,True
5569,fb81955bbde6-E2pJD3.jpg,good,True
5591,36f5ec2daa85-cy7Bqyo.jpg,average,True
5647,3f13b2f8cdb2-Yy8Lvz.jpg,good,False
5652,639c6d80a728-A0HT3L.jpg,good,False
5662,a649f8bb8c92-d37Pip.jpg,average,True
5679,25cbb7071d3f-DMuXub.jpg,good,True
5687,f78184055982-93bT6E.jpg,good,True
5704,8decf089aa08-PCcXwW.jpg,good,True
5713,e38e59b1cfeb-JDcrBg.jpg,good,False
5729,ffd0e04571a0-zCPBLa.jpg,good,True
5730,16c418504250-AF3BLb.jpg,good,True
5733,655c0ff1b009-oYDBLY.jpg,good,True
5746,d915e2b47c69-tq6pQO.jpg,good,True
5751,49ce5e5e3003-Mm_U_b.jpg,good,True
5757,d10b36374134-EHYBKe.jpg,good,True
5787,d2c723a7f3eb-bLTSNj.jpg,average,True
5793,c08bcb40c084-BjmBBGR.jpg,average,True
5794,a56c6f1d41ac-SOCn2S.jpg,good,True
5795,1fdd7208831b-dfTBHPn.jpg,average,True
5808,d09bbd263621-AeHSWK.jpg,bad,False
5836,a8787139ae04-E4rG45.jpg,good,False
5837,6e9627575a12-cYuG34.jpg,good,True
5838,bdc0841de153-ysiG3Z.jpg,good,False
5874,d45753a8212f-OauE5M.jpg,average,True
5917,3bc6139f100f-yMdLTY.jpg,average,True
5952,cf8ff323974a-sEJB5qF.jpg,good,True
5953,0535f6a59e26-cPiBp1n.jpg,average,True
5990,51ee0640f2d8-MeoBtAH.jpg,good,False
5992,5d60d3c0194e-2rgGNL.jpg,good,True
5993,6e9485c46cc9-qvKGNM.jpg,good,True
5994,a7cc9baabb7b-IaZGFv.jpg,good,False
5995,4d44b2625cee-iLxV1.jpg,good,True
5998,cf154b2d7262-klVV2.jpg,good,False
6038,913eb278b43f-y4BGjt.jpg,good,True
6085,01cb9f265533-8prBCY_.jpg,good,True
6096,426555f1804c-0uYJ2f.jpg,good,True
6097,51150bea6e55-OwOcvF.jpg,good,True
6120,4a6094f55460-v0ddek.jpg,good,True
6130,baeb71066091-OlZBn2V.jpg,average,True
6132,b28c7a4f6127-LrpBx4_.jpg,average,True
6154,b3de42081107-qBB6Ah.jpg,average,False
6157,17558a5aaa0e-8PqBhGC.jpg,average,True
6177,6e7ec1e84638-dz8U1r.jpg,good,True
6313,6fcb769deea4-IJPyA5.jpg,average,True
6343,56396a63528d-8rwL_7.jpg,average,False
6353,22d26db3e44b-lPmx93.jpg,bad,True
6454,3d99afa76cc1-XgqB_Wz.jpg,good,True
6460,3b5de49987bf-Q8WPXY.jpg,average,True
6463,9eeab30afdf5-x4zPdZ.jpg,good,True
6468,4dc5f23d6532-lviM6R.jpg,good,False
6559,228f5b5eb1b7-LpStMD.jpg,good,True
6569,a3c49ac10db2-XvYBicf.jpg,good,False
6591,2ee6182f7a21-qvbBicY.jpg,good,True
6603,07642e449ffc-WeXVSY.jpg,average,True
6636,de98c3d550bd-79jfQN.jpg,good,False
6637,fd5775fde8ec-Un1gEO.jpg,good,True
6640,784aca239c1e-YFDBt90.jpg,good,True
6671,64e50ca9b9df-7B5aIW.jpg,good,True
6676,a0794812fc8e-gRMZJi.jpg,good,True
6677,b028f4b094bd-t8VBvQi.jpg,bad,True
6680,8a0fa2e2c906-M3hBqUc.jpg,bad,False
6681,9f7ed173d81c-adjZJl.jpg,good,False
6694,90bb4ba3ddf2-R3oBtpb.jpg,good,True
6705,2cbe44526e74-L9redH.jpg,good,True
6713,c847b44dc260-qRDBiOm.jpg,good,True
6733,63e3abbfc145-kwkOfB.jpg,average,True
6795,326b88d8982d-OibBWFK.jpg,good,True
6796,a22b8d04a84a-ZT2BWFL.jpg,good,False
6801,db083e492221-9nsQ6S.jpg,good,True
6806,876728f478b1-YWHPqJ.jpg,good,False
6811,55579761c5df-B17Q6Q.jpg,good,True
6816,83733b7185b2-fJvVQW.jpg,average,True
6839,c2924d62791f-noSJPK.jpg,good,True
6846,1e6d65491f01-GFNN8a.jpg,bad,True
6850,4f1cd32990f4-m4pJPJ.jpg,good,True
6857,2a8f8682da43-vlJJQv.jpg,good,True
6860,4b39d6fc1a13-4I9IrX.jpg,good,True
6863,e4161b6dea61-dO2IrY.jpg,good,True
6864,dfa22ea08da7-lXSIrx.jpg,good,True
6872,9a28cacec554-DEUBVA3.jpg,good,False
6873,bab2485e796f-O35Bfzf.jpg,good,True
6878,8111c5661d56-1OyIl7.jpg,good,True
6880,7af130c15e9e-TcNIqU.jpg,good,True
6884,520fb446f0e8-TfIOE0.jpg,good,True
6885,48274370ad80-Tk0IoH.jpg,good,False
6886,2e4c4f7426dc-V9ZIry.jpg,good,True
6902,f22b821ac4cb-zG6IpT.jpg,good,True
6904,716ffbeaeb29-CPlImx.jpg,average,True
6907,68b97fb2e2d7-NTLIn7.jpg,good,True
6908,fa40f306e0f2-bAxOBo.jpg,good,True
6909,0b7277a13bf5-BcrIrS.jpg,good,True
6915,9e58d3671baa-nEdQaW.jpg,good,True
6929,aff868435be7-trgIn2.jpg,good,True
6944,a8c41bd39877-cNJJQx.jpg,good,True
6947,d80bcbf0fb47-drZInE.jpg,good,True
6949,ef8898cdc4ca-wxAJPh.jpg,good,False
6959,03173493596d-CeJIpZ.jpg,good,True
6961,50b9cfe50729-qucInG.jpg,good,True
6964,5261843200c2-b7hOBy.jpg,good,True
6965,9d8fe0a63fdc-wx7OBz.jpg,good,True
6973,309df33943aa-xUWJOu.jpg,good,False
6975,a6c189e335de-wieJQ0.jpg,average,True
6977,fb00de85efe6-6XvImB.jpg,good,True
6978,efa46b81110f-k2PIpj.jpg,good,True
6987,3821c0bfbee7-d5yBVAm.jpg,good,True
6990,634dfa08fe01-tnxBVAo.jpg,good,True
6996,d858cee9f6d8-LEZBvjF.jpg,good,True
7007,575ce08d39e0-c82BiFf.jpg,good,True
7025,85cf4d1d4b75-Rrk4i.jpg,good,False
7026,44b8e73274df-MNd4Q.jpg,good,True
7035,bba82f690272-rZ3Byu5.jpg,good,True
7041,99c5f24e1cbb-ZX8OHt.jpg,good,True
7060,8a40e17304c0-qGdPff.jpg,average,True
7115,70bca9579691-Jprvd.jpg,good,True
7124,e321a9325e81-fPXRQq.jpg,average,True
7152,03b32a70777b-8FQBPgG.jpg,average,False
7196,fa479adad2d8-dX6Pfz.jpg,bad,True
7230,462cce07d7e0-_TkPeY.jpg,bad,True
7284,990b4b9f712f-Hd9Bek.jpg,average,False
7286,d2edfca1e976-PNWBRT.jpg,good,True
7288,9fb7a88f1427-mFlBa2.jpg,average,True
7330,f6e8cf981925-jMLBUOQ.jpg,average,False
7333,d06888a2d9de-KyNqcg.jpg,average,True
7360,edd4824cec4b-6iqwf4.jpg,bad,False
7361,7735f4ddb079-ED22KT.jpg,good,True
7381,a806e286cbec-L4JBVjy.jpg,bad,True
7390,31f0a4a56f88-w36vXM.jpg,good,False
7466,63f815d734cb-FCgBURL.jpg,good,True
7467,a4974ac650bc-KWyBURM.jpg,good,True
7468,bb59d62deadd-djuBURN.jpg,good,True
7498,cd78079033a0-sr6Pcd.jpg,good,True
7499,0003ffff3491-k3PPbH.jpg,good,True
7501,91463e9f0558-ByQPja.jpg,average,True
7515,e02f55bb7841-KgFIb8.jpg,bad,True
7543,6894be320bc5-hGgBQw2.jpg,good,False
7546,683e7a1528c6-Et9BJz.jpg,average,True
7548,8c459ffde858-3aZBJ4.jpg,good,False
7550,a610f243e752-d6DBQw7.jpg,good,True
7569,6fbad25bbc66-yGFk8R.jpg,bad,True
7572,782eb9543864-PMQBp7j.jpg,average,True
7577,6045e18ea472-MuBBVgZ.jpg,average,True
7602,458558b63c31-OHLBmgN.jpg,average,True
7618,6a7ea3b5b91f-X18BnZy.jpg,good,True
7622,fda58df08542-ikABnZ1.jpg,good,True
7639,35eec7988654-lc7BUHH.jpg,good,False
7640,b5195276af95-OMlBnaK.jpg,good,False
7660,bf94fdeb129d-N4hCg_.jpg,good,True
7671,1b39638c8aae-OpJU2k.jpg,average,True
7685,ed94d57b2738-IeoBkPS.jpg,average,True
7753,639bbf4dd755-JLroO8.jpg,average,True
7763,60a520f2dfc5-5ykYDx.jpg,bad,True
7769,aa568c827f69-qXaB64C.jpg,average,True
7789,3dd421acf842-Ud6YJf.jpg,bad,False
7806,69ecdf340df2-4lyUYV.jpg,bad,True
7819,7c2992c9c14e-3TMCErK.jpg,good,True
7830,ced31b28062c-ftQB0zp.jpg,bad,True
7847,55f0e5bd3f23-6FMBt1R.jpg,bad,False
7883,483f8a831033-nUSG7.jpg,good,True
7884,788919d0a54b-3LfGM.jpg,average,True
7885,176583a42469-aTcBh8R.jpg,average,True
7919,b8bc4b7328f7-mT8B3J9.jpg,good,True
7925,dfa3cc3ffc22-HTKBmKZ.jpg,good,True
7927,4193b7c22c57-yflTU.jpg,good,False
7963,b5977337e4eb-pz1BYPr.jpg,bad,True
7966,b8c0b7c1ee95-yRnBZNL.jpg,bad,False
7972,ccac53ec82c9-xV4mkh.jpg,good,True
7994,10b54df92068-YuWBRUk.jpg,good,True
8004,8292a6f2524d-XvfbPi.jpg,good,True
8024,6771ef9b2ee1-opp7pr.jpg,good,True
8038,a0d0fc67f189-kfGBb3i.jpg,average,True
8046,58da6c811603-wCxBToY.jpg,good,True
8050,c7c6ce072aef-EqGBToZ.jpg,average,False
8051,248769c465fc-Um_BToa.jpg,good,False
8059,9d1b67bdaaf5-0udBbrN.jpg,bad,False
8098,9cfa8fcad7dc-WQ0BwTq.jpg,good,True
8100,036da1f0047b-X75BwTr.jpg,good,True
8102,f18963a29109-OJ7Bz_M.jpg,average,True
8103,e46745ca593d-U3MJn0.jpg,good,False
8107,4cc5d2e6397c-Er6C_X.jpg,good,False
8116,b8cb1a1d8e2e-hhFBzd_.jpg,bad,False
8125,dcc312ffc7ed-qn_DCH.jpg,good,False
8129,c0953aaee80f-N1brOs.jpg,good,True
8151,dd71cf1aeeb2-uYSGc7.jpg,average,True
8152,4f21f2ead6c9-JcIKiz.jpg,average,True
8164,995512b44273-_L0kQG.jpg,bad,True
8197,e75523e685c1-OYdBHBw.jpg,average,True
8247,6c446578f970-wfbzgr.jpg,average,True
8249,632197a14f6e-tyzBklk.jpg,average,False
8256,edc443ce303a-jn0Jbi.jpg,average,True
8257,1aeaa06a7b7a-MWCJWv.jpg,average,False
8266,f4a86ea1b99c-3Wczxd.jpg,average,True
8271,9462f9ac3a40-SOA8rj.jpg,good,True
8272,615eca3d01b8-9uHBej0.jpg,good,False
8297,e3968a77d5a5-J6a8ro.jpg,good,True
8310,ad31f6dd3acd-hoh1Bd.jpg,good,True
8311,b10e19a5484e-fTxBtlR.jpg,average,True
8314,b5db9b69e504-KoIBtS6.jpg,average,False
8318,f3a3bef41195-1amB8Pd.jpg,good,True
8322,a1bf984347df-VeXktf.jpg,good,True
