,file,condition,train
1016,16d5cb5172dd-3T4CtL.jpg,good,True
1017,29611ca77c9f-tnHCvc.jpg,good,True
1114,c97c6c2678e7-SrSTRH.jpg,good,True
1153,54259e3d435e-SyZ26_.jpg,good,True
1180,01d60d84b130-CrNCv1.jpg,average,True
1193,660b87043b4d-XnHBhS.jpg,average,False
1205,b23ac3bc16f9-E25MSh.jpg,bad,True
1225,4c1d31d03942-iurBmbv.jpg,average,False
1315,f6ea12bd605e-GoQEFF.jpg,good,True
1317,685dd13edd75-ErwEIO.jpg,good,True
1395,20429ccf1ee8-rD3cfE.jpg,good,True
1521,7ae64bba842d-SDCXiu.jpg,good,True
1552,80f14b6d0396-R9TBiem.jpg,good,True
1709,483f393b85d0-hazBaIm.jpg,good,True
1847,c00fd1a7bc63-JVRzbW.jpg,good,True
1864,5739e4fcdb41-DVFBu1o.jpg,good,True
1865,3b47f70b75f1-UizvE4.jpg,good,False
1871,d257612f2504-_MvBifZ.jpg,good,True
1874,6447223fb3f1-e8JBifa.jpg,good,False
1883,d04eb4bf1e8e-a6LBifd.jpg,good,True
1887,a57d5921bd2f-exQBeTx.jpg,good,True
1893,d3171a31e9a5-1nTB5U0.jpg,good,False
1894,0c7781dcfaf7-HUrZSn.jpg,good,True
1943,f2dfb9cafdb4-x3SB1ZC.jpg,good,True
1944,5db7f9e3b1e2-RrUwcz.jpg,good,True
1974,7ffc0f1d68ca-LgJBlfp.jpg,good,True
2058,818df1d0ca62-YXJNoO.jpg,good,True
2084,27ee6e63b826-A4XJpW.jpg,good,True
2092,a93b02b7a634-wITwdq.jpg,good,True
2093,d30aac716254-WGwSqY.jpg,good,True
2094,79e0fbe3592b-iHBB0Dt.jpg,good,True
2095,adc1c300f258-ubtSqZ.jpg,good,True
2107,fae1f2d1c4c1-HukB1Zx.jpg,good,True
2123,b77308eab153-X_Rk4m.jpg,good,True
2141,4f9d973dd7f1-etmSZF.jpg,good,True
2144,f8fc254ca15e-i0ISY4.jpg,good,True
2145,1e53395d9181-wXkSYV.jpg,good,True
2170,f5d38230b314-GNqOfQ.jpg,good,True
2182,bd7a6ea90d85-TJVBUK.jpg,good,True
2197,cc00b675401f-F9Hq9u.jpg,good,True
2231,6ab180f72fa4-Qg8pPz.jpg,good,True
2239,5003048c1b1c-vijpQB.jpg,good,True
2258,8a600805a4a4-UGck31.jpg,good,True
2259,b9f6850746ce-HajBlgz.jpg,good,True
2278,bb55da116009-uoVl0o.jpg,good,True
2392,aa90766125a8-Z_B9f8.jpg,good,True
2434,2324a96d21d7-H9ACCV3.jpg,good,False
2465,73567638d793-nHCBUSA.jpg,average,True
2506,61b31cd02134-pTpNGC.jpg,good,True
2531,c74de99ed10e-Eh1Mwk.jpg,good,False
2548,b559b9ef0a88-LytQXo.jpg,bad,True
2569,9d05ae81d2aa-TNvCFWA.jpg,good,True
2601,83a4a63a4732-zObjUm.jpg,good,True
2610,c128d6d2fe31-JZ9BqPV.jpg,good,False
2619,b208e13bec38-8U1B2jZ.jpg,good,False
2650,0ac412b07bc2-1SYBqt9.jpg,good,True
2663,b924782dea01-QKGECk.jpg,bad,False
2665,2f677da59c21-aTYo8G.jpg,average,True
2666,041cf2d71343-FWohjl.jpg,bad,True
2667,949320236ff2-cARECl.jpg,average,True
2699,0c6084814090-GwtBoxK.jpg,good,True
2700,e7fb4e663804-Xm8BoxM.jpg,good,True
2711,637d3909206c-v3E5yt.jpg,average,False
2727,a371584a2a8c-j2dupY.jpg,good,False
2751,14aeaa02d557-HxLhSp.jpg,bad,True
2767,aed1427f809d-jrvB1Tg.jpg,good,False
2783,7ce6dc22ef07-wbPk13.jpg,good,True
2784,52209b6d77a2-6guk14.jpg,good,True
2790,fb2d867febb2-_UUBliE.jpg,good,True
2796,eb43c94a045b-RQDk5F.jpg,good,True
2827,b2cd69bb3e0e-i72GAl.jpg,good,True
2829,d5d6cba4e7bf-082BETj.jpg,good,True
2878,de489f2cf22f-vcuIBX.jpg,good,True
2898,e312fd80e3c9-1eXH3w.jpg,good,True
2924,98292f2ec8dd-o0zBem8.jpg,good,True
2927,ff8f1586ceba-vLFBR11.jpg,good,False
2930,84fd89382fe6-bvhBIaI.jpg,good,True
2964,7ff21000483d-EGH880.jpg,good,True
2965,f93ae472b3d7-ipWB9R2.jpg,good,True
2996,f60b4e1ed8e7-rZqBEWK.jpg,average,True
3107,24fd73e0bb96-nH_FA5.jpg,bad,True
3176,917ae7081821-7FwBB5o.jpg,good,True
3180,bdb8260b22ab-Ap1BB5z.jpg,good,True
3536,d1961c361b7f-x1VLhl.jpg,average,True
3561,18f685ceaf94-qDlDJv.jpg,good,True
3604,4f8238b33af0-o5kBCdZ.jpg,average,True
3610,ff4a39280ec9-fiVL32.jpg,good,True
3689,ddbeadd9c997-x6octU.jpg,good,True
3714,283100630951-CxMRcy.jpg,good,True
3743,5e5edc4a3640-voh0nL.jpg,good,True
3746,41e247f10e01-O2Oz1q.jpg,good,True
3766,7649c5d3b3b4-VPH6ew.jpg,average,True
3801,3ee0d126ed12-5PwGkk.jpg,average,False
3818,669be60b0493-7QwdEZ.jpg,bad,True
3819,7d5d85165487-WSLccq.jpg,average,True
3837,19f2e964d9fd-BzrBl9x.jpg,good,False
3838,9044cba0d080-BeQBl9w.jpg,good,True
3839,b1f706376542-lUnXMZ.jpg,good,True
3840,74cbdbdc7f85-CoyXMY.jpg,good,True
3858,d8870941cd1d-yi0B9Qa.jpg,good,True
3872,20e645b0f374-IbbMCe.jpg,good,False
3875,90100721ce7e-NCFq9J.jpg,good,True
3890,252bc5f61134-rfVIGP.jpg,good,True
3943,219a324e22fc-BIi2K6.jpg,bad,False
3984,7bdf550089d8-Rw2Bwxe.jpg,good,True
4061,986c3fadb6ef-8fYuRj.jpg,good,True
4113,8afa3fe38e6e-RogNaW.jpg,good,True
4127,e8b501f0a487-gSb0mk.jpg,good,True
4128,e220554737f6-wut0ml.jpg,good,True
4129,16466983a54c-YUi0mm.jpg,good,True
4165,cc009c66c64c-Uowzhb.jpg,good,True
4167,fa3f52f9196e-xW6zhd.jpg,good,True
4243,f314aa00c3e9-P1u85J.jpg,good,True
4247,d07c3a8f2609-vl485N.jpg,good,True
4248,9efa4c3fcfd9-ALDB9OV.jpg,good,True
4258,8893e70ad4ff-u6eB9Oj.jpg,good,True
4336,2431efe1d4bb-KvQPQS.jpg,good,False
4340,f9f9f59ff62a-jKwPFc.jpg,good,True
4399,03bddb3960ed-XrnLHz.jpg,average,True
4413,31b0fd4d9ec6-CNKBUou.jpg,average,False
4419,c9e56eacc931-lEBHB5.jpg,average,True
4421,d0e9ec909157-GoIi3z.jpg,bad,True
4434,f43a879b6879-JpFK9V.jpg,average,False
4448,2f51179736f9-CK3K9b.jpg,average,True
4452,18b5f48408d1-ahtLCF.jpg,average,True
4468,7750bb9e989a-J4aBSoV.jpg,average,True
4486,c482a4d6c3f0-DxkBlqI.jpg,good,True
4489,9bda25340900-ivhB5aH.jpg,average,True
4498,fc1475a6bd31-jo4TjK.jpg,good,True
4509,decbbcae5ade-ALSWdN.jpg,good,True
4530,94bdafc18beb-bXmfi1.jpg,bad,True
4535,1bd30c3e7721-VwYNY.jpg,good,True
4539,ff68a91edb16-lGlOL.jpg,good,True
4612,bda3436658c1-WwtNBl.jpg,good,True
4630,c93d6af4d5af-dVi62_.jpg,average,True
4698,1d7c28ab7466-lPQUwb.jpg,average,True
4751,e1448e339256-tikBlQw.jpg,average,True
4752,04c945b652ef-Rk2BlQt.jpg,average,True
4766,e814f3d5d40e-xl5F4p.jpg,average,True
4769,9516ec66ae1d-NFdF7h.jpg,average,False
4792,79273e24e1c0-h60L1Z.jpg,good,False
4796,7f77de87e885-h6nEmR.jpg,average,True
4801,16ef7775f63a-Q6rwDC.jpg,good,True
4834,d65b756d3d4e-3irBDQz.jpg,good,True
4837,bf35194cd516-XkF7rp.jpg,average,True
4924,2ebc75f0a85e-Fg6BrWy.jpg,good,True
4933,9946fe5c982b-6ACB4hJ.jpg,good,False
4938,1329a053bb33-LH7B4hK.jpg,average,True
4951,e63497ca2771-v1UBW9D.jpg,good,True
4953,92dc1cb38b8d-WtrObf.jpg,good,True
4954,a92a6ad34bcc-r52BW9F.jpg,average,True
4981,dfb8ac1234bf-HFPMMA.jpg,good,True
4995,32b2ea1c0ef4-uUgBqi_.jpg,average,False
5071,0460c8258fb4-5UJ2E3.jpg,good,True
5072,00e08363a80a-4HoD6l.jpg,average,True
5088,7c551cd1d05d-8byTx1.jpg,average,False
5103,96e31abe4d0b-lsoC4R.jpg,bad,True
5114,4b4c3ce82d54-we7B_IE.jpg,bad,False
5131,b1754d9b1292-8bBNdB.jpg,good,True
5152,14319aa24940-GAOByZp.jpg,bad,True
5157,a966b5519847-2fuQOA.jpg,good,True
5188,8e3ff58e6e8d-t8FRg8.jpg,bad,False
5192,471217a52555-9zXRg5.jpg,good,True
5252,5b387c423a3f-wr46w_.jpg,good,False
5288,ad3a74a70960-PWlHRx.jpg,good,True
5290,de85cc5c40f1-L0cHVz.jpg,good,True
5291,6959c9a017ed-dKcL4J.jpg,good,False
5343,1521fc8be425-chC4gK.jpg,good,True
5344,445dcccd204e-Z0l4gL.jpg,average,True
5345,4d07e8a949ca-iGv4gM.jpg,average,True
5348,83b30e0e1e5c-f9VRQb.jpg,good,True
5349,a7805fe81b5e-fJL6EM.jpg,good,True
5355,106509f87dbf-_eDokr.jpg,good,True
5356,7ce36488c29c-aXduf9.jpg,good,False
5360,b986d18c2077-8EcugA.jpg,good,True
5371,546548a89e31-l2zFJq.jpg,good,True
5377,f9c8f65ad8a0-KN4ESz.jpg,average,True
5397,d0d5f24e4f01-lZ86EN.jpg,good,True
5400,493b5cf09912-uckBO5p.jpg,average,True
5417,585d25d2ff0a-YRRBYvg.jpg,average,True
5423,70608a9ff586-52Uj2E.jpg,good,True
5424,11d6b440825c-7Z2BrtX.jpg,good,True
5425,3c9ae9e465ad-unEHJ.jpg,good,True
5477,71d21e5cebd2-w_a69b.jpg,bad,False
5550,38c7ce61b074-dwCBZjU.jpg,good,True
5553,a342dc2e4829-DtCZVx.jpg,good,True
5564,7566c983e42e-cPmJv9.jpg,good,True
5594,433f1686cb25-3uTfd9.jpg,bad,False
5619,f47bf25e7bca-u5NBhzt.jpg,good,True
5620,c3284d038bbe-XGTYtN.jpg,average,False
5659,a533c45a0165-0PJPio.jpg,average,True
5676,06d1acb7949a-P1kBmjI.jpg,good,True
5702,d66a5376d360-Fb5BmlR.jpg,good,True
5734,81cc8f65530e-ebYpP0.jpg,good,True
5777,e06fde6e5717-E0BM6h.jpg,good,True
5790,28ec0382c858-d3kTXg.jpg,average,False
5791,0d825560a18e-EhbBHPm.jpg,good,True
5811,8aaf70095b97-ZLTSWL.jpg,average,True
5814,cddade8b05aa-RKeSTc.jpg,good,True
5910,46f44880e29b-VHJGqH.jpg,good,True
5925,2d8aed706e08-43FBp1l.jpg,good,True
5939,8d9034cf1042-fcwpMk.jpg,good,True
5940,ab8245cc8871-IzZ0vb.jpg,good,False
5941,1d80c97865ec-wSApMl.jpg,average,True
6030,844d1bf5b21c-ONuNms.jpg,average,False
6031,50bbc1fe7221-72DNs6.jpg,average,True
6049,53bb5f791570-2kQtnI.jpg,good,True
6050,b2c9874379b0-fe7tqe.jpg,good,False
6105,22d2e3ab6077-Kf8Bx4g.jpg,good,True
6106,f22199c2df10-G_CBn2P.jpg,good,True
6107,2c260b4f3bf8-id_BaYU.jpg,good,True
6111,cf603a284783-azzBaYV.jpg,good,True
6115,53304d037318-l5UBaYW.jpg,average,True
6229,9a34b73c14e9-1oZRr8.jpg,average,True
6274,948d626df86e-56uB2rU.jpg,good,True
6373,b9a811ea7cea-a4B_mk.jpg,average,False
6386,dd0b7f6c5d43-XcaBe78.jpg,good,True
6398,f75662eee483-HPRBe8E.jpg,good,True
6453,4fd38a205446-MCOPUQ.jpg,good,True
6464,63dc7e59843e-TgYNAy.jpg,average,True
6467,e5849dd7a6d6-nPKULO.jpg,good,True
6586,dd3f56fcd193-apjNiG.jpg,good,True
6587,dc8de15c1ec8-DkeBaC1.jpg,good,True
6659,395cdc49afea-8IoBqUW.jpg,bad,True
6668,a2dc0c7417a6-Z8MBiQa.jpg,good,True
6669,a118348cb75d-1fuBvQg.jpg,bad,True
6747,c4e290328ccf-zQBBSS9.jpg,good,True
6748,b4ce98c21fcd-2WjBllc.jpg,good,True
6757,d88d56128674-CfcBSTB.jpg,good,True
6779,94217d2d2b44-HXmRNb.jpg,good,True
6814,9f2016c0f9c8-TQqVQV.jpg,average,True
6823,8e8565118e09-WvQMQ_.jpg,average,True
6845,b15148867e49-ntKOB6.jpg,bad,True
6889,a0e1735ad9cd-E3qBSa7.jpg,good,True
7005,3638ec47a6f6-ngw28.jpg,good,False
7023,e1521a7fa2de-IwF2k.jpg,good,True
7053,2cc9576492df-CdRD4T.jpg,good,True
7054,38bd433c37f5-2c3Uve.jpg,average,True
7055,99cca7824faf-5hzD4U.jpg,good,False
7151,f328f895ebae-5a4oVZ.jpg,good,False
7166,82f362d2d90f-0aCoVQ.jpg,good,True
7176,2ea13255e641-cKCipM.jpg,bad,False
7192,74bbc290d0ea-Xx1PeX.jpg,bad,True
7208,c28bf74885f7-_L4Oeo.jpg,bad,False
7239,d842a2f76fb9-e5nBQmK.jpg,average,True
7315,a9a5e0d1337b-2jwB26P.jpg,average,True
7324,1b8e9f74a532-jlVBUON.jpg,average,True
7347,7472c62cee8d-dDIBVjv.jpg,good,True
7349,890045df6aa5-pf7wf_.jpg,average,False
7350,c15000d5ca5d-r0LK6Y.jpg,bad,False
7385,fa9f9c5fd4b0-NyucQQ.jpg,good,False
7439,dfdce63c4dc3-nblBURG.jpg,good,True
7454,1218fd971493-yQNBURJ.jpg,good,True
7455,10de0ef4aa64-V3nBxoZ.jpg,good,True
7461,29a365c1f6ae-LACBxob.jpg,good,True
7478,a65fd5a3f214-wmGj9G.jpg,good,False
7479,57583e0537c6-rf6Br02.jpg,good,True
7493,63b0e10b7652-rsLPb0.jpg,good,True
7494,baf01d9021d0-h9tPhZ.jpg,good,False
7514,46d025ca058e-xxQKED.jpg,average,False
7528,b193ef1a4610-ktjBh0.jpg,good,False
7529,af543a8bbb34-gU2BLf.jpg,good,True
7536,c645b4510adf-vavBKb.jpg,good,False
7565,4f8704e0fddd-8KcU6q.jpg,good,True
7611,01948fcd1fe7-yGmOit.jpg,good,True
7613,ab6d664e5d73-80pBmgO.jpg,good,False
7669,85574f7feece-OtrFY.jpg,good,True
7672,7935d5a2e18a-jhYFj.jpg,good,True
7727,41d56b95bdae-jtQIx1.jpg,good,False
7743,6ec7c3fa765f-lF5B4_6.jpg,good,True
7744,97145ad86b94-fJyzxF.jpg,average,True
7757,c3d105052acd-KUpBc6c.jpg,average,False
7759,8a8532fcdcad-t6OYDq.jpg,bad,True
7765,53b28f6e5774-Wx9YDz.jpg,bad,True
7786,430ea39c866c-VUiBLl.jpg,bad,True
7790,076f33bdce4d-2aNBncQ.jpg,bad,False
7793,37476f33664c-OprBlYI.jpg,average,True
7798,b3d19e3d0760-l3XwXE.jpg,bad,True
7800,def39907e00e-TT0UiA.jpg,good,True
7813,45e22a5bf7b5-ryNCErH.jpg,average,False
7828,481ee96637b4-3MjBOfd.jpg,bad,False
7839,bddb1ba28359-NmpBt1P.jpg,bad,True
7840,a7663b99effe-bP2Bt1Q.jpg,bad,True
7862,618b41cd5f04-4kMBiJn.jpg,good,False
7863,9c1efc726318-nczBiJp.jpg,average,True
7877,815eafe91e72-YIdIm.jpg,good,True
7879,c00e3c1ff2c5-PTfG6.jpg,good,False
7902,460d9499740e-rVvB3J6.jpg,average,False
7903,c4e7f83e2f5e-1bmVg.jpg,good,True
7910,b0e71c0f214e-7XTVj.jpg,good,True
7979,85115c574556-WVJmk2.jpg,good,False
8077,73c4f8d2b469-aOSBz_G.jpg,average,True
8084,96aaf377ee99-O3wyLm.jpg,average,False
8111,2ed78294eb3f-uB8BTrg.jpg,average,True
8134,a19ac7a20fe7-tQEiUX.jpg,average,False
8135,5c1676e06ff9-uupGcz.jpg,good,True
8147,cc5ee6dfcdc1-RFalAQ.jpg,bad,True
8150,31c2710b8f2f-6V3Kiw.jpg,good,True
8184,1742ceddf651-lxo0RW.jpg,good,True
8254,bfe732affd34-7A4JWu.jpg,average,True
8262,c72ba6268e8a-BckBeqM.jpg,good,True
8281,71088fce3085-TB7BR9r.jpg,good,False
8283,0d0a463d633c-CXqBR9_.jpg,good,False
8303,306d5ff62dc9-LfpBtlJ.jpg,average,False
8324,d53c56c10cc9-H63BR3l.jpg,good,True
8351,f462e6234210-4I5Sn0.jpg,average,True
8365,cf94e19cc8b4-l2_BNrw.jpg,average,True
8370,348710aa1750-_2VBmBI.jpg,good,True
8376,5e9d491e7260-zOFBw5P.jpg,average,True
8393,3ebe3207585b-MO8Vqu.jpg,average,True
8394,d5decdfef89d-q9Rhk_.jpg,bad,True
8398,109c833a57ff-TZUhkv.jpg,average,True
8407,864294d3b2fd-hE2Qx.jpg,average,True
8563,5c2b53d0263f-biAJra.jpg,average,True
8569,8aea46fc3f5e-i1_Jrb.jpg,average,True
8571,8b8ab329b934-rGZp9.jpg,average,True
8606,2f576dd56f01-HKT1S.jpg,good,True
8662,6bb28cb8ec17-G7EDEt.jpg,average,True
8673,c8764055d1f4-LWRDEh.jpg,average,False
8674,6cb347c24328-he4DEi.jpg,average,False
8675,02eb1c6ce5e1-yzzPM.jpg,good,True
8755,4442c88fdd08-2iyENn.jpg,good,True
8756,e60c2794c359-k6cEJA.jpg,average,True
8812,998a143c549d-YtIB7k.jpg,good,True
8821,12b62b40ef3c-rokB8L.jpg,good,True
8869,a3e91995833f-zixB3jN.jpg,average,True
8888,ca0fe5e6a4e3-HKnmo.jpg,good,True
8927,5de820743b03-qTcRBU.jpg,good,True
9021,843d8e41a038-pFxFpX.jpg,average,True
9051,4be0dbca3237-6SwtP.jpg,average,False
9054,1f78098f686b-fJvv2.jpg,average,True
9112,e37d05b0ed61-GmkBKb6.jpg,good,False
9128,a8c86a2c3fad-UHBBKb7.jpg,good,False
9148,abe392a57805-88Zh6M.jpg,bad,True
9158,02a0ad8f7386-kMWSRY.jpg,average,True
9175,d80e60893777-B9YB4An.jpg,average,True
9176,b22698cecaa1-kYXCAeQ.jpg,good,True
9177,a3d7f8588cc8-atzB4XS.jpg,good,True
9179,0f9a7d6aeac5-OcKB4XT.jpg,average,False
9180,dd85186d2727-kwGB4XV.jpg,good,True
9182,6471139035ce-LO4B4XW.jpg,average,True
9210,65790fba40db-7ZmoI5.jpg,good,False
9260,8fc29c2c612a-qNnIPY.jpg,average,True
9279,fdf1385d804d-smSMPl.jpg,good,False
9349,25896b1835ac-FOuNla.jpg,good,True
9351,b86dabca77a9-dhuNlb.jpg,good,True
9371,59c6e3b64180-DkwJc1.jpg,good,True
9387,8f7651bb7a52-VAkaY.jpg,average,True
9399,0875351c6df0-TLVB2ya.jpg,average,True
9464,283c033b10f4-3pIJcN.jpg,bad,False
9495,bc2e3659cf2f-pqlMfK.jpg,good,True
9558,f448234fda77-9mNIhz.jpg,average,True
9570,194c63c878c6-Owq0eQ.jpg,good,True
9571,0c123273a2b7-j1rBfu0.jpg,good,True
9574,e12d2f4280d6-W6mBvIm.jpg,good,True
9611,eabc982acafb-lamCGI.jpg,bad,True
9657,a71f7ff0e2e2-kxyqnk.jpg,good,True
9658,0979dafa356e-aPaIiH.jpg,average,True
9695,99e49ce5cc6b-XXqBYkW.jpg,average,True
9723,6c027ca08d51-EUMKqT.jpg,average,True
9730,e996a666aa36-iaBKn3.jpg,bad,True
9733,16b593e442e3-LoyWfc.jpg,good,True
9741,4c14814999a5-1a3BRBW.jpg,good,True
9756,ecb3cabd84e9-a4XiBE.jpg,good,True
9778,fdb67f19750d-rIPfeE.jpg,bad,True
9779,b5c093d7efef-BqYILa.jpg,average,True
9795,4360d1ce414f-GA9F8s.jpg,good,True
9868,070229d7b9c3-auJHhF.jpg,average,True
9908,0c3a5be89051-nQjBYkz.jpg,average,False
9954,515d637a2d18-2PeU5Y.jpg,average,True
9966,ecf74f06b369-MamG10.jpg,good,True
9971,c6726018fbb0-MuMGku.jpg,average,True
9979,00a0e3d8b838-9K0EM.jpg,bad,False
9999,4ea6e439bf31-VLYBYkj.jpg,average,True
10058,23052f842009-yGwE1Q.jpg,average,True
10087,2630e781eb88-DiyEVM.jpg,good,True
10089,a7abfbd849fb-oahE2P.jpg,bad,True
10114,c34358dfcebd-e1OBd4.jpg,good,True
10139,1f0522c09a9c-pHPBpI.jpg,good,False
10163,7a5c11c44be2-iH9BnEv.jpg,average,True
10167,46ab816887d5-lQGBnEy.jpg,bad,True
10201,adc30b39920a-SoBBI8.jpg,average,True
10210,1bc71801a9e4-X2pLfj.jpg,average,False
10220,4a48931d50f7-3ujLaP.jpg,average,True
10283,4225b4e41a21-Jwpmzi.jpg,good,False
10284,b7c808de3e1b-u4zmzj.jpg,good,True
10291,d0e0277bf9ee-pp4mF9.jpg,good,True
10368,91e58b13c012-1o5HDx.jpg,good,True
10369,5d34e5cd6f9a-E6cBWcF.jpg,average,False
10399,77d1de0e8374-AgwHBy.jpg,good,True
10403,c26e51ace9f1-VUfBckP.jpg,average,True
10405,129b1fe948e5-q2vTdI.jpg,average,True
10409,e25000c36097-nxPBn0b.jpg,good,True
10415,d7bfd8703b7d-exxBWcQ.jpg,average,False
10448,bca8f038eb03-ShGBWcY.jpg,average,True
10560,52358bbe8ba4-mCXNkK.jpg,good,True
10564,72721f1c114d-aG6LyC.jpg,good,True
10574,9c65dc0082f8-cGZbT0.jpg,good,True
10575,d7d92d1210df-GQFNwV.jpg,average,True
10594,c7c741496526-LokNkM.jpg,good,False
10595,4ebfa97b989e-dbMLuz.jpg,good,True
10597,6618d14e55f1-KjHNl4.jpg,good,True
10616,fb9fbe6df937-rDuQd9.jpg,average,True
10618,0754ccf31bb7-HXLQeA.jpg,bad,True
10643,c0cf2aef9771-EeKUjs.jpg,bad,True
10691,ac6005aebc02-W7iib.jpg,bad,False
10707,6716a75e3046-UjfFPB.jpg,average,True
10726,ca14a5fc9b17-1XtBRz9.jpg,good,True
10751,25845a5ccf22-Yypgil.jpg,good,True
10760,1fa571b53cf8-aG9Nsb.jpg,average,True
10767,6138219268ef-SozNuO.jpg,average,True
10770,3789f32ae6e4-KXaBMcI.jpg,average,True
10773,6ec96671f362-E4gCDMz.jpg,average,True
10808,aaaaa8bd85c1-Xu6COy.jpg,good,True
10817,baf7c152ffb1-wOMLSI.jpg,average,True
10864,74546ace08eb-HBPGIZ.jpg,good,True
10956,7f469ae2df57-tPQBQe.jpg,good,True
10968,cf4c975933fb-pnDBRyj.jpg,good,True
11025,4896ffccdade-aqKBDqy.jpg,good,False
11061,fd7226a05779-IIy9Zq.jpg,good,True
11063,456d4c925fbb-LdTBR0S.jpg,good,True
11072,35fc2db26bf4-k2MFEK.jpg,average,False
11073,cd99a40ec948-XTGEGk.jpg,average,True
11107,231327ed1a46-WHqQKO.jpg,good,True
11115,6bb30df7c050-Mot9Zw.jpg,good,False
11176,0de72ea6d5a8-UovBN5k.jpg,bad,True
11200,965567d1c182-Oz1B7b.jpg,bad,False
11219,79554acd7913-Ywm8T.jpg,average,False
11223,b580cdf16771-tnQBiA6.jpg,good,True
11275,bdcdced13fcd-wcpPVc.jpg,average,False
11288,02161b967181-cD7Eg3.jpg,average,False
11304,da3038905fd1-3NxEf8.jpg,bad,True
11306,799ff9a5bb44-xf6IJc.jpg,good,True
11308,7bf084086baf-gAGDTz.jpg,average,False
11323,1b49e2427209-cSoQGD.jpg,good,True
11343,82b91a007c9e-OXeNbu.jpg,good,False
11408,c4d2ea3059d4-_0vBxvB.jpg,average,False
11411,97bcfcf5b5f2-ZpLBxvC.jpg,average,False
11415,57e109564d7d-k96BnxL.jpg,good,True
11423,d4640a95ad76-QoOBmoi.jpg,good,True
11433,e1eb5fb9eaa5-e6w9L_.jpg,good,False
11462,f3499588afb9-jOJKCM.jpg,bad,True
11464,0aa126849764-A_oBpdB.jpg,good,True
11528,af00f28e03f0-QEAsR.jpg,good,True
11529,303d888c7656-KLK1i.jpg,good,True
11539,202b1d45bc1e-fsvTDp.jpg,good,True
11541,393ede24cbc6-Al7Mu6.jpg,good,True
11544,69f6014d4b9e-AF38ix.jpg,good,False
11547,6d7ee04e9be8-Pb7Mpa.jpg,average,False
11557,bece9642871e-y4U8jO.jpg,good,False
11587,fac82ffebcda-jW7QOI.jpg,bad,True
11591,c76b3ef53361-r3gQUu.jpg,average,True
11602,89e19a315882-qfkCFbg.jpg,average,False
11603,09cc1932ed0c-v_uCFbh.jpg,average,False
11605,0c8f58a63137-k6XBXKL.jpg,average,True
11606,4400e495ffc3-mpIBXKM.jpg,bad,True
11625,9ab1d0d31bdd-NeSpGE.jpg,average,True
11626,cc7565a8c6f8-bkiBIe4.jpg,bad,False
11772,65c1e7f6b7b3-VkiOJy.jpg,average,True
11792,a373ce92326a-OOMBo33.jpg,average,True
11794,272bc5b4ab0a-bFZBJmv.jpg,average,True
